ID,Code departement,Commune
1008,83,LA CADIERE D AZUR
1009,6,ANTIBES
1010,93,ROSNY-SOUS-BOIS
1011,92,FONTENAY-AUX-ROSES
1012,33,BORDEAUX
1013,33,BORDEAUX
1014,95,TAVERNY
1015,77,CHELLES
1016,94,VITRY-SUR-SEINE
1017,92,BOULOGNE-BILLANCOURT
1018,95,EAUBONNE
1019,1,GEX
1020,92,MEUDON
1021,38,HUEZ
1022,2A,AJACCIO
1023,77,PONTAULT COMBAULT
1024,77,SERRIS
1025,2A,LECCI
1026,94,CHOISY-LE-ROI
1027,94,RUNGIS
1028,69,QUINCIEUX
1029,45,ORLEANS
1030,78,VESINET (LE)
1031,94,LE KREMLIN-BICETRE
1032,59,LA MADELEINE
1033,78,GUYANCOURT
1034,75,PARIS 11
1035,13,MARSEILLE 12EME
1036,92,CLICHY
1037,75,PARIS 15
1038,69,LYON 1ER
1039,69,FONTAINES SUR SAONE
1040,33,BORDEAUX
1041,92,SURESNES
1042,75,PARIS 02
1043,93,LES LILAS
1044,92,LEVALLOIS-PERRET
1045,92,NEUILLY-SUR-SEINE
1046,92,CHAVILLE
1047,30,UZES
1048,45,ORLEANS
1049,92,COLOMBES
1050,75,PARIS 17
1051,77,CHARTRETTES
1052,95,BELLOY-EN-FRANCE
1053,80,AMIENS
1054,78,HOUILLES
1055,75,PARIS 17
1056,92,CHAVILLE
1057,94,VINCENNES
1058,93,SAINT-OUEN-SUR-SEINE
1059,94,LE PLESSIS-TREVISE
1060,94,ST MAURICE
1061,33,GUJAN MESTRAS
1062,59,FOURNES-EN-WEPPES
1063,6,ANTIBES
1064,6,NICE
1065,95,AUVERS-SUR-OISE
1066,92,MONTROUGE
1067,33,MERIGNAC
1068,38,LES DEUX ALPES
1069,69,ECULLY
1070,33,ARCACHON
1071,92,BOURG-LA-REINE
1072,33,BORDEAUX
1073,77,SERRIS
1074,78,MESNIL-LE-ROI (LE)
1075,92,BOULOGNE-BILLANCOURT
1076,38,GRENOBLE
1077,92,NANTERRE
1078,83,LA SEYNE SUR MER
1079,56,AURAY
1080,75,PARIS 12
1081,75,PARIS 18
1082,75,PARIS 01
1083,75,PARIS 19
1084,75,PARIS 15
1085,14,DEAUVILLE
1086,75,PARIS 15
1087,93,SAINT-OUEN-SUR-SEINE
1088,78,LE CHESNAY-ROCQUENCOURT
1089,92,ASNIERES-SUR-SEINE
1090,75,PARIS 18
1091,69,ECULLY
1092,6,BEAUSOLEIL
1093,75,PARIS 02
1094,83,SANARY SUR MER
1095,92,ASNIERES-SUR-SEINE
1096,75,PARIS 11
1097,94,BRY-SUR-MARNE
1098,92,PUTEAUX
1099,92,VANVES
1100,92,NANTERRE
1101,92,BOULOGNE-BILLANCOURT
1102,75,PARIS 04
1103,92,SAINT-CLOUD
1104,92,SURESNES
1105,44,NANTES
1106,75,PARIS 11
1107,75,PARIS 01
1108,59,LILLE
1109,75,PARIS 18
1110,33,LEGE-CAP-FERRET
1111,75,PARIS 17
1112,75,PARIS 18
1113,75,PARIS 18
1114,18,BOURGES
1115,75,PARIS 09
1116,92,ASNIERES-SUR-SEINE
1117,75,PARIS 10
1118,75,PARIS 16
1119,75,PARIS 02
1120,75,PARIS 17
1121,92,NEUILLY-SUR-SEINE
1122,75,PARIS 16
1123,34,FRONTIGNAN
1124,70,LURE
1125,93,DRANCY
1126,39,CHAMPAGNOLE
1127,13,MARSEILLE 15EME
1128,42,FIRMINY
1129,28,CHARTRES
1130,62,ARRAS
1131,4,ENCHASTRAYES
1132,50,SAINT-LO
1133,7,GRAVIERES
1134,92,BOURG-LA-REINE
1135,77,MOUY-SUR-SEINE
1136,85,SAINT-JEAN-DE-MONTS
1137,71,MONTCHANIN
1138,63,SAINT-NECTAIRE
1139,50,AGNEAUX
1140,13,MARSEILLE 4EME
1141,33,PAREMPUYRE
1142,59,LILLE
1143,78,MUREAUX (LES)
1144,11,LEUCATE
1145,54,LUNEVILLE
1146,85,SAINT-JEAN-DE-MONTS
1147,85,SAINT-HILAIRE-DE-RIEZ
1148,33,CENON
1149,72,RUAUDIN
1150,50,GRANVILLE
1151,25,BESANCON
1152,76,LE TREPORT
1153,92,VILLE-D'AVRAY
1154,972,FORT DE FRANCE
1155,60,ST VAAST LES MELLO
1156,42,SAINT-ETIENNE
1157,11,LEUCATE
1158,11,LEUCATE
1159,2,LAON
1160,74,TANINGES
1161,82,CASTELSARRASIN
1162,84,AVIGNON
1163,37,TOURS
1164,30,CALVISSON
1165,50,CHERBOURG-EN-COTENTIN
1166,85,SABLES-D'OLONNE (LES)
1167,38,GRESSE-EN-VERCORS
1168,77,CHAMPAGNE SUR SEINE
1169,22,LOUDEAC
1170,29,BREST
1171,34,BOUZIGUES
1172,45,OLIVET
1173,34,BALARUC LES BAINS
1174,73,ALBERTVILLE
1175,13,MARSEILLE 3EME
1176,42,CHARLIEU
1177,80,AMIENS
1178,14,DEAUVILLE
1179,11,PORT-LA-NOUVELLE
1180,45,BEAUGENCY
1181,77,VILLEPARISIS
1182,78,MEULAN-EN-YVELINES
1183,91,SAVIGNY-SUR-ORGE
1184,34,BEZIERS
1185,2A,BONIFACIO
1186,83,LE LAVANDOU
1187,34,BALARUC LES BAINS
1188,34,BALARUC LES BAINS
1189,6,CAGNES SUR MER
1190,66,BOLQUERE
1191,34,AGDE
1192,34,BEZIERS
1193,85,ESSARTS EN BOCAGE
1194,60,FITZ JAMES
1195,13,MARSEILLE 2EME
1196,94,ALFORTVILLE
1197,76,LE TREPORT
1198,13,MARSEILLE 6EME
1199,44,LE POULIGUEN
1200,60,PONT STE MAXENCE
1201,6,VALLAURIS
1202,91,ETAMPES
1203,34,BALARUC LES BAINS
1204,38,AUTRANS-MEAUDRE EN VERCORS
1205,56,LOCMARIA
1206,7,SAINT-JUST-D'ARDECHE
1207,39,DOLE
1208,56,PLOUHINEC
1209,31,CASTELGINEST
1210,75,PARIS 02
1211,89,PARON
1212,13,MARSEILLE 15EME
1213,77,GASTINS
1214,38,VOIRON
1215,63,RIOM
1216,78,TRAPPES
1217,78,MAUREPAS
1218,33,TALENCE
1219,74,SERVOZ
1220,90,BELFORT
1221,17,SAUJON
1222,54,VAL DE BRIEY
1223,33,PESSAC
1224,11,NARBONNE
1225,85,SABLES-D'OLONNE (LES)
1226,13,MARSEILLE 3EME
1227,38,GRENOBLE
1228,60,BORNEL
1229,78,VIROFLAY
1230,91,BOUSSY-SAINT-ANTOINE
1231,91,BIEVRES
1232,6,VILLENEUVE-LOUBET
1233,17,SAINTES
1234,6,VALLAURIS
1235,60,NOGENT SUR OISE
1236,14,HOULGATE
1237,33,LA TESTE-DE-BUCH
1238,42,GENILAC
1239,92,ASNIERES-SUR-SEINE
1240,13,MARSEILLE 9EME
1241,78,CONFLANS SAINTE HONORINE
1242,34,SETE
1243,90,OFFEMONT
1244,75,PARIS 17
1245,60,BEAUVAIS
1246,13,MARSEILLE 5EME
1247,10,SAINT ANDRE LES VERGERS
1248,38,GIERES
1249,42,RIORGES
1250,78,TRIEL SUR SEINE
1251,13,MARSEILLE 13EME
1252,94,THIAIS
1253,78,HOUILLES
1254,34,MEZE
1255,92,BOURG-LA-REINE
1256,91,LONGJUMEAU
1257,91,ETRECHY
1258,40,ST-PAUL-LES-DAX
1259,78,CLAYES-SOUS-BOIS (LES)
1260,11,GRUISSAN
1261,95,ST OUEN L AUMONE
1262,972,TROIS ILETS
1263,75,PARIS 17
1264,14,DEAUVILLE
1265,37,TOURS
1266,69,CRAPONNE
1267,28,CHARTRES
1268,74,LA ROCHE SUR FORON
1269,80,FORT-MAHON-PLAGE
1270,34,VALRAS-PLAGE
1271,42,SAINT-ETIENNE
1272,25,BOUSSIERES
1273,35,SAINT-MALO
1274,95,ERMONT
1275,44,NANTES
1276,93,BONDY
1277,59,MARCQ EN BAROEUL
1278,13,MARSEILLE 2EME
1279,77,AVON
1280,45,LA FERTE SAINT-AUBIN
1281,79,PARTHENAY
1282,13,MARSEILLE 13EME
1283,74,PRAZ SUR ARLY
1284,91,CROSNE
1285,94,CHENNEVIERES SUR MARNE
1286,92,ISSY-LES-MOULINEAUX
1287,41,VENDOME
1288,33,BEGLES
1289,13,MARSEILLE 10EME
1290,93,PANTIN
1291,83,LE BEAUSSET
1292,91,PALAISEAU
1293,93,EPINAY SUR SEINE
1294,91,EVRY-COURCOURONNES
1295,6,NICE
1296,94,VITRY-SUR-SEINE
1297,77,FONTAINEBLEAU
1298,78,MAISONS-LAFFITTE
1299,78,ELANCOURT
1300,38,GRENOBLE
1301,78,PLAISIR
1302,34,SUSSARGUES
1303,77,TORCY
1304,33,TALENCE
1305,93,LIVRY-GARGAN
1306,6,ANTIBES
1307,34,VIC-LA-GARDIOLE
1308,77,BUSSY-SAINT-GEORGES
1309,93,LE RAINCY
1310,6,NICE
1311,91,CORBEIL ESSONNES
1312,6,NICE
1313,77,SERVON
1314,91,CHILLY MAZARIN
1315,6,SAINT-ETIENNE-DE-TINEE
1316,95,EAUBONNE
1317,75,PARIS 11
1318,95,CERGY
1319,54,LONGWY
1320,92,MEUDON
1321,6,L'ESCARENE
1322,77,MORET-LOING-ET-ORVANNE
1323,75,PARIS 05
1324,25,BESANCON
1325,83,HYERES
1326,972,FORT DE FRANCE
1327,75,PARIS 06
1328,75,PARIS 11
1329,78,CHATOU
1330,40,ST-VINCENT-DE-TYROSSE
1331,92,PUTEAUX
1332,94,FONTENAY-SOUS-BOIS
1333,75,PARIS 06
1334,78,SARTROUVILLE
1335,14,BLONVILLE-SUR-MER
1336,62,ARRAS
1337,94,VITRY-SUR-SEINE
1338,78,SAINT-GERMAIN-EN-LAYE
1339,92,NANTERRE
1340,13,MARSEILLE 4EME
1341,69,CALUIRE ET CUIRE
1342,69,LA MULATIERE
1343,1,MEXIMIEUX
1344,37,FONDETTES
1345,83,SANARY SUR MER
1346,75,PARIS 11
1347,94,VITRY-SUR-SEINE
1348,42,SAINT-ETIENNE
1349,78,SAINT-CYR-L ECOLE
1350,75,PARIS 14
1351,45,GIEN
1352,78,MAISONS-LAFFITTE
1353,92,GENNEVILLIERS
1354,33,BORDEAUX
1355,37,TOURS
1356,77,CHAMPS-SUR-MARNE
1357,69,LYON 9EME
1358,75,PARIS 13
1359,93,CLICHY SOUS BOIS
1360,77,MONTEVRAIN
1361,92,VANVES
1362,75,PARIS 20
1363,44,LA BAULE-ESCOUBLAC
1364,6,NICE
1365,69,VILLEFRANCHE
1366,40,CAPBRETON
1367,78,PECQ (LE)
1368,69,LYON 4EME
1369,51,REIMS
1370,44,NANTES
1371,14,HOULGATE
1372,58,NEVERS
1373,95,ST GRATIEN
1374,95,PONTOISE
1375,93,L'ILE-SAINT-DENIS
1376,94,SAINT-MAUR-DES-FOSSES
1377,33,PESSAC
1378,75,PARIS 18
1379,33,BEGLES
1380,92,CLICHY
1381,92,ASNIERES-SUR-SEINE
1382,94,NOGENT-SUR-MARNE
1383,92,LA GARENNE-COLOMBES
1384,92,CLICHY
1385,33,SAINT AUBIN DE MEDOC
1386,92,COURBEVOIE
1387,6,CANNES
1388,75,PARIS 13
1389,69,TARARE
1390,75,PARIS 18
1391,92,ASNIERES-SUR-SEINE
1392,13,MARSEILLE 7EME
1393,77,SAINT-PATHUS
1394,92,LE PLESSIS-ROBINSON
1395,94,ORLY
1396,94,VITRY-SUR-SEINE
1397,83,HYERES
1398,33,BORDEAUX
1399,95,PIERRELAYE
1400,6,LA ROQUETTE SUR SIAGNE
1401,75,PARIS 18
1402,26,CHABEUIL
1403,6,NICE
1404,91,LINAS
1405,94,ABLON-SUR-SEINE
1406,59,LA MADELEINE
1407,74,CHAMONIX MONT BLANC
1408,38,MEYLAN
1409,92,ASNIERES-SUR-SEINE
1410,94,VINCENNES
1411,92,ANTONY
1412,69,MIONS
1413,78,MARLY-LE-ROI
1414,93,SAINT-DENIS
1415,64,ANGLET
1416,75,PARIS 02
1417,75,PARIS 17
1418,94,JOINVILLE-LE-PONT
1419,94,CHARENTON-LE-PONT
1420,92,CLAMART
1421,93,NOISY-LE-SEC
1422,13,MARSEILLE 13EME
1423,59,LILLE
1424,75,PARIS 15
1425,92,VAUCRESSON
1426,78,JOUY EN JOSAS
1427,75,PARIS 18
1428,2,SOISSONS
1429,56,BRECH
1430,91,MORANGIS
1431,75,PARIS 18
1432,34,MAS-DE-LONDRES
1433,78,MONTESSON
1434,78,SAINT-CYR-L ECOLE
1435,78,BOIS D ARCY
1436,94,PERIGNY
1437,91,MASSY
1438,78,VERSAILLES
1439,83,HYERES
1440,77,LESIGNY
1441,24,BERGERAC
1442,91,BRETIGNY SUR ORGE
1443,75,PARIS 14
1444,33,BORDEAUX
1445,33,BORDEAUX
1446,75,PARIS 18
1447,75,PARIS 06
1448,75,PARIS 04
1449,69,DARDILLY
1450,94,CRETEIL
1451,75,PARIS 09
1452,94,VINCENNES
1453,69,QUINCIEUX
1454,92,VAUCRESSON
1455,92,COLOMBES
1456,75,PARIS 17
1457,91,ORSAY
1458,972,CASE PILOTE
1459,92,BOULOGNE-BILLANCOURT
1460,56,GUIDEL
1461,13,CASSIS
1462,92,ASNIERES-SUR-SEINE
1463,75,PARIS 13
1464,92,SURESNES
1465,69,LYON 2EME
1466,75,PARIS 19
1467,92,NANTERRE
1468,75,PARIS 07
1469,69,LYON 4EME
1470,92,CHAVILLE
1471,75,PARIS 04
1472,6,NICE
1473,94,VINCENNES
1474,6,NICE
1475,78,VERSAILLES
1476,13,MARSEILLE 1ER
1477,94,CHARENTON-LE-PONT
1478,75,PARIS 16
1479,92,BOULOGNE-BILLANCOURT
1480,75,PARIS 12
1481,75,PARIS 14
1482,75,PARIS 17
1483,6,VILLENEUVE-LOUBET
1484,92,BOURG-LA-REINE
1485,34,VENDARGUES
1486,75,PARIS 01
1487,75,PARIS 09
1488,75,PARIS 18
1489,75,PARIS 04
1490,6,MOUANS-SARTOUX
1491,92,MONTROUGE
1492,75,PARIS 12
1493,75,PARIS 10
1494,74,CHAMONIX MONT BLANC
1495,92,CHATENAY-MALABRY
1496,75,PARIS 20
1497,75,PARIS 20
1498,74,CHAMONIX MONT BLANC
1499,75,PARIS 04
1500,75,PARIS 10
1501,75,PARIS 16
1502,94,VINCENNES
1503,92,LEVALLOIS-PERRET
1504,94,NOGENT-SUR-MARNE
1505,75,PARIS 15
1506,75,PARIS 20
1507,75,PARIS 09
1508,92,BOULOGNE-BILLANCOURT
1509,75,PARIS 03
1510,75,PARIS 08
1511,75,PARIS 14
1512,92,BOIS-COLOMBES
1513,75,PARIS 11
1514,6,CAP-D AIL
1515,92,NEUILLY-SUR-SEINE
1516,75,PARIS 11
1517,92,NEUILLY-SUR-SEINE
1518,75,PARIS 16
1519,75,PARIS 12
1520,75,PARIS 16
1521,75,PARIS 20
1522,75,PARIS 13
1523,75,PARIS 10
1524,75,PARIS 18
1525,75,PARIS 04
1526,75,PARIS 07
1527,92,BOULOGNE-BILLANCOURT
1528,75,PARIS 08
1529,75,PARIS 07
1530,23,LA SOUTERRAINE
1531,71,LOUHANS
1532,85,SAINT-JEAN-DE-MONTS
1533,4,MONTCLAR
1534,62,ACHICOURT
1535,45,CHALETTE-SUR-LOING
1536,90,BELFORT
1537,25,BESANCON
1538,54,NANCY
1539,31,VILLEFRANCHE-DE-LAURAGAIS
1540,22,DINAN
1541,39,SAINT-CLAUDE
1542,93,VILLEPINTE
1543,14,DIVES-SUR-MER
1544,89,SAVIGNY SUR CLAIRIS
1545,45,INGRE
1546,34,MONTPELLIER
1547,85,BARBATRE
1548,54,LONGWY
1549,82,MONTAUBAN
1550,22,LAMBALLE-ARMOR
1551,91,JUVISY SUR ORGE
1552,83,PUGET-VILLE
1553,62,LE TOUQUET PARIS PLAGE
1554,77,MONTEREAU FAULT YONNE
1555,14,BLONVILLE-SUR-MER
1556,91,BOUTIGNY-SUR-ESSONNE
1557,14,HOULGATE
1558,60,ORRY LA VILLE
1559,95,EZANVILLE
1560,78,BUCHELAY
1561,25,GRANGES NARBOZ
1562,90,BELFORT
1563,74,CHAMONIX MONT BLANC
1564,14,HONFLEUR
1565,69,LYON 7EME
1566,40,SOORTS-HOSSEGOR
1567,75,PARIS 06
1568,2A,ALBITRECCIA
1569,30,LE GRAU DU ROI
1570,19,BRIVE LA GAILLARDE
1571,84,AVIGNON
1572,42,ROANNE
1573,89,VILLENEUVE SUR YONNE
1574,34,CESSERAS
1575,70,VESOUL
1576,42,SAINT-ETIENNE
1577,59,DOUAI
1578,11,GRUISSAN
1579,71,CHAROLLES
1580,82,MONTAUBAN
1581,13,MARSEILLE 1ER
1582,11,FLEURY D AUDE
1583,85,SAINT-JEAN-DE-MONTS
1584,73,AIX LES BAINS
1585,77,LE MEE SUR SEINE
1586,60,CREIL
1587,26,MORAS-EN-VALLOIRE
1588,34,SETE
1589,90,BELFORT
1590,37,TOURS
1591,80,AMIENS
1592,85,SAINT-HILAIRE-DE-RIEZ
1593,13,MARSEILLE 5EME
1594,59,DOUAI
1595,76,DIEPPE
1596,6,VALDEBLORE
1597,74,PRAZ SUR ARLY
1598,45,ARDON
1599,78,RAMBOUILLET
1600,85,BRETIGNOLLES-SUR-MER
1601,83,BANDOL
1602,11,LEUCATE
1603,91,CHILLY MAZARIN
1604,83,OLLIOULES
1605,76,DARNETAL
1606,69,VILLEFRANCHE
1607,34,BALARUC LES BAINS
1608,77,LA FERTE SOUS JOUARRE
1609,971,SAINT MARTIN
1610,28,GALLARDON
1611,49,ANGERS
1612,7,TOURNON-SUR-RHONE
1613,95,GONESSE
1614,31,TOULOUSE
1615,77,MELUN
1616,76,RIVES-EN-SEINE
1617,16,RUELLE-SUR-TOUVRE
1618,31,CASTELGINEST
1619,95,GOUSSAINVILLE
1620,30,LE GRAU DU ROI
1621,34,MARSEILLAN
1622,94,BOISSY-SAINT-LEGER
1623,95,CERGY
1624,13,MARSEILLE 13EME
1625,93,VILLEPINTE
1626,44,VERTOU
1627,1,BELLEY
1628,69,LYON 2EME
1629,95,BEAUMONT-SUR-OISE
1630,13,MARSEILLE 5EME
1631,11,NARBONNE
1632,13,MARSEILLE 4EME
1633,59,ARMENTIERES
1634,77,CHELLES
1635,35,SAINT-MALO
1636,40,VIEUX BOUCAU-LES-BAINS
1637,13,MARSEILLE 5EME
1638,73,SAINT-JEOIRE-PRIEURE
1639,83,TOULON
1640,69,LYON 5EME
1641,78,BOIS D ARCY
1642,1,BEAUREGARD
1643,69,MEYZIEU
1644,13,MARSEILLE 1ER
1645,77,SAVIGNY-LE-TEMPLE
1646,85,BEAUVOIR-SUR-MER
1647,6,NICE
1648,45,ORLEANS
1649,13,MARSEILLE 9EME
1650,95,TAVERNY
1651,33,CENON
1652,59,LILLE
1653,85,SAINT-HILAIRE-DE-RIEZ
1654,94,ALFORTVILLE
1655,35,BETTON
1656,92,BOULOGNE-BILLANCOURT
1657,17,LA ROCHELLE
1658,42,SAINT-PAUL-EN-JAREZ
1659,93,TREMBLAY-EN-FRANCE
1660,28,DREUX
1661,44,NANTES
1662,83,LE PRADET
1663,59,VILLENEUVE-D'ASCQ
1664,2A,AJACCIO
1665,35,NOYAL-CHATILLON-SUR-SEICHE
1666,75,PARIS 11
1667,59,VILLENEUVE-D'ASCQ
1668,95,L'ISLE-ADAM
1669,59,MARCQ EN BAROEUL
1670,13,MARSEILLE 9EME
1671,75,PARIS 19
1672,33,VILLENAVE D ORNON
1673,91,VILLABE
1674,33,FLOIRAC
1675,75,PARIS 10
1676,2A,AJACCIO
1677,13,AUBAGNE
1678,83,OLLIOULES
1679,78,MARLY-LE-ROI
1680,91,ORSAY
1681,49,SAUMUR
1682,92,COLOMBES
1683,75,PARIS 10
1684,92,MONTROUGE
1685,92,LEVALLOIS-PERRET
1686,92,MONTROUGE
1687,95,GARGES-LES-GONESSE
1688,95,BEAUCHAMP
1689,74,CHAMONIX MONT BLANC
1690,74,ANNEMASSE
1691,33,MERIGNAC
1692,95,ENGHIEN LES BAINS
1693,60,DIEUDONNE
1694,95,ST GRATIEN
1695,6,NICE
1696,13,MARSEILLE 8EME
1697,92,PUTEAUX
1698,93,MONTREUIL
1699,2A,GROSSETO-PRUGNA
1700,44,COUERON
1701,13,MARSEILLE 4EME
1702,78,POISSY
1703,78,PLAISIR
1704,93,LES LILAS
1705,77,CHAMPEAUX
1706,33,BORDEAUX
1707,93,LA COURNEUVE
1708,13,MARSEILLE 1ER
1709,40,ANGRESSE
1710,91,WISSOUS
1711,93,BOBIGNY
1712,93,NEUILLY-SUR-MARNE
1713,93,ROSNY-SOUS-BOIS
1714,44,BASSE-GOULAINE
1715,62,CUCQ
1716,75,PARIS 18
1717,13,MARSEILLE 8EME
1718,13,LA PENNE SUR HUVEAUNE
1719,93,EPINAY SUR SEINE
1720,95,L'ISLE-ADAM
1721,92,COLOMBES
1722,35,RENNES
1723,13,MARSEILLE 12EME
1724,13,MARSEILLE 7EME
1725,83,LA SEYNE SUR MER
1726,83,SAINT-CYR-SUR-MER
1727,75,PARIS 20
1728,75,PARIS 14
1729,69,LYON 9EME
1730,77,TORCY
1731,94,NOGENT-SUR-MARNE
1732,75,PARIS 02
1733,13,MARSEILLE 16EME
1734,91,BOUSSY-SAINT-ANTOINE
1735,92,SCEAUX
1736,93,BAGNOLET
1737,75,PARIS 16
1738,75,PARIS 16
1739,78,SARTROUVILLE
1740,92,ISSY-LES-MOULINEAUX
1741,75,PARIS 15
1742,83,OLLIOULES
1743,33,BEGLES
1744,92,RUEIL-MALMAISON
1745,78,MONTIGNY LE BRETONNEUX
1746,75,PARIS 18
1747,95,MENUCOURT
1748,6,NICE
1749,77,CESSON
1750,83,TOULON
1751,33,GRADIGNAN
1752,13,MARSEILLE 8EME
1753,94,SAINT-MAUR-DES-FOSSES
1754,92,CLAMART
1755,91,MASSY
1756,44,ST-PHILBERT-DE-GRAND-LIEU
1757,92,COLOMBES
1758,94,NOGENT-SUR-MARNE
1759,35,BETTON
1760,93,MONTREUIL
1761,31,TOULOUSE
1762,75,PARIS 09
1763,93,MONTREUIL
1764,77,FONTAINEBLEAU
1765,92,CHATILLON
1766,83,LE PRADET
1767,94,SAINT-MANDE
1768,38,GIERES
1769,92,BOURG-LA-REINE
1770,92,LEVALLOIS-PERRET
1771,83,LA LONDE LES MAURES
1772,13,MARSEILLE 8EME
1773,13,MARSEILLE 1ER
1774,91,MASSY
1775,75,PARIS 15
1776,92,LEVALLOIS-PERRET
1777,75,PARIS 10
1778,13,MARSEILLE 12EME
1779,30,NIMES
1780,78,MAISONS-LAFFITTE
1781,42,SAINT-ETIENNE
1782,59,MOUVAUX
1783,95,L'ISLE-ADAM
1784,92,LA GARENNE-COLOMBES
1785,44,NANTES
1786,69,LYON 4EME
1787,75,PARIS 16
1788,75,PARIS 15
1789,94,NOGENT-SUR-MARNE
1790,75,PARIS 14
1791,69,LYON 1ER
1792,92,CHAVILLE
1793,75,PARIS 16
1794,92,NANTERRE
1795,92,BOIS-COLOMBES
1796,75,PARIS 16
1797,69,COLLONGES-AU-MONT- D OR
1798,75,PARIS 18
1799,75,PARIS 06
1800,94,VINCENNES
1801,75,PARIS 13
1802,75,PARIS 16
1803,92,RUEIL-MALMAISON
1804,92,GARCHES
1805,75,PARIS 10
1806,93,LE PRE-SAINT-GERVAIS
1807,94,SAINT-MANDE
1808,75,PARIS 04
1809,75,PARIS 05
1810,94,VINCENNES
1811,92,LEVALLOIS-PERRET
1812,92,ISSY-LES-MOULINEAUX
1813,75,PARIS 13
1814,94,SAINT-MANDE
1815,75,PARIS 05
1816,75,PARIS 07
1817,75,PARIS 01
1818,13,MARSEILLE 3EME
1819,38,VILLARD-DE-LANS
1820,34,AGDE
1821,56,MALESTROIT
1822,92,BOULOGNE-BILLANCOURT
1823,10,TROYES
1824,51,EPERNAY
1825,72,LE MANS
1826,34,SETE
1827,34,AGDE
1828,50,SAINT-GERMAIN-SUR-AY
1829,16,ANGOULEME
1830,33,HOURTIN
1831,62,BERCK
1832,38,GRENOBLE
1833,42,SAINT-CHAMOND
1834,34,LUNEL
1835,38,RIVES
1836,72,RUAUDIN
1837,88,PLAINFAING
1838,83,HYERES
1839,34,SETE
1840,93,CLICHY SOUS BOIS
1841,44,TRIGNAC
1842,69,VILLEFRANCHE
1843,41,BLOIS
1844,45,ST JEAN DE BRAYE
1845,45,LE MALESHERBOIS
1846,7,VALS-LES-BAINS
1847,13,MARSEILLE 5EME
1848,22,PLOUFRAGAN
1849,6,ISOLA
1850,69,GRIGNY
1851,85,ROCHE SUR YON (LA)
1852,83,FREJUS
1853,93,LIVRY-GARGAN
1854,45,ORLEANS
1855,6,SAINT-MARTIN-VESUBIE
1856,83,SAINT-CYR-SUR-MER
1857,25,BESANCON
1858,72,LA FERTE BERNARD
1859,78,CARRIERES SUR SEINE
1860,77,BUSSY-SAINT-GEORGES
1861,54,ESSEY LES NANCY
1862,83,BANDOL
1863,35,RENNES
1864,77,PROVINS
1865,38,SASSENAGE
1866,13,MARSEILLE 1ER
1867,94,VILLEJUIF
1868,95,SANNOIS
1869,89,AUXERRE
1870,26,BOURG-DE-PEAGE
1871,94,ST MAURICE
1872,34,LUNEL
1873,92,CLICHY
1874,1,VILLARS-LES-DOMBES
1875,72,LE MANS
1876,44,ST-HERBLAIN
1877,59,ROUBAIX
1878,13,LA CIOTAT
1879,44,REZE
1880,11,NARBONNE
1881,69,NEUVILLE SUR SAONE
1882,75,PARIS 11
1883,13,MARSEILLE 10EME
1884,95,SARCELLES
1885,94,ALFORTVILLE
1886,75,PARIS 13
1887,33,TALENCE
1888,94,SUCY-EN-BRIE
1889,972,MARIN
1890,83,LE LAVANDOU
1891,59,LA MADELEINE
1892,75,PARIS 13
1893,4,DIGNE-LES-BAINS
1894,83,TOULON
1895,59,CROIX
1896,30,GENERAC
1897,94,ABLON-SUR-SEINE
1898,28,LE COUDRAY
1899,69,ECULLY
1900,91,ETAMPES
1901,13,MARSEILLE 8EME
1902,83,LA VALETTE DU VAR
1903,44,TREILLIERES
1904,2A,LECCI
1905,11,CARCASSONNE
1906,40,ST-VINCENT-DE-TYROSSE
1907,11,GRUISSAN
1908,91,DRAVEIL
1909,6,MENTON
1910,22,BEAUSSAIS-SUR-MER
1911,77,OZOIR LA FERRIERE
1912,85,LONGEVILLE-SUR-MER
1913,75,PARIS 17
1914,91,BOUSSY-SAINT-ANTOINE
1915,92,GENNEVILLIERS
1916,6,VILLENEUVE-LOUBET
1917,75,PARIS 15
1918,13,ROQUEFORT LA BEDOULE
1919,92,CHATENAY-MALABRY
1920,6,MENTON
1921,45,OLIVET
1922,77,BUSSY-SAINT-GEORGES
1923,92,BOULOGNE-BILLANCOURT
1924,22,PERROS-GUIREC
1925,38,GRENOBLE
1926,69,LYON 5EME
1927,95,FRANCONVILLE LA GARENNE
1928,94,VILLEJUIF
1929,33,GRADIGNAN
1930,92,NANTERRE
1931,75,PARIS 15
1932,2A,AJACCIO
1933,78,ETANG-LA-VILLE (L )
1934,78,SAINT-CYR-L ECOLE
1935,75,PARIS 11
1936,33,MERIGNAC
1937,33,BRUGES
1938,95,MONTIGNY LES CORMEILLES
1939,6,BEAUSOLEIL
1940,6,NICE
1941,13,MARSEILLE 12EME
1942,83,SAINT-CYR-SUR-MER
1943,78,VIROFLAY
1944,75,PARIS 13
1945,95,GROSLAY
1946,95,SAINT-BRICE-SOUS-FORET
1947,75,PARIS 13
1948,59,LILLE
1949,83,SANARY SUR MER
1950,42,SAINT-JOSEPH
1951,13,MARSEILLE 1ER
1952,38,GRENOBLE
1953,56,AURAY
1954,92,BOULOGNE-BILLANCOURT
1955,94,FRESNES
1956,40,SOUSTONS
1957,35,SAINT-MALO
1958,74,LA BALME DE SILLINGY
1959,94,L'HAY-LES-ROSES
1960,69,GIVORS
